label,coord_0,coord_1,coord_2,coord_3,coord_4,coord_5,coord_6,coord_7,coord_8,coord_9,coord_10,coord_11,coord_12,coord_13,coord_14,coord_15,coord_16,coord_17,coord_18,coord_19,coord_20,coord_21,coord_22,coord_23,coord_24,coord_25,coord_26,coord_27,coord_28,coord_29,coord_30,coord_31,coord_32,coord_33,coord_34,coord_35,coord_36,coord_37,coord_38,coord_39,coord_40,coord_41,coord_42,coord_43,coord_44,coord_45,coord_46,coord_47,coord_48,coord_49,coord_50,coord_51,coord_52,coord_53,coord_54,coord_55,coord_56,coord_57,coord_58,coord_59,coord_60,coord_61,coord_62,coord_63,coord_64,coord_65,coord_66,coord_67,coord_68,coord_69,coord_70,coord_71,coord_72,coord_73,coord_74,coord_75,coord_76,coord_77,coord_78,coord_79,coord_80,coord_81,coord_82,coord_83
Hello,0.0,0.0,-0.05205678939819336,-0.018509328365325928,-0.07871323823928833,-0.07474184036254883,-0.08003604412078857,-0.11970406770706177,-0.0847463607788086,-0.15434026718139648,-0.1009141206741333,-0.14841210842132568,-0.14010566473007202,-0.19239133596420288,-0.17302179336547852,-0.21276184916496277,-0.2025604248046875,-0.22946077585220337,-0.09176039695739746,-0.16613924503326416,-0.1380597949028015,-0.21202093362808228,-0.17593806982040405,-0.23406949639320374,-0.21198976039886475,-0.2504950165748596,-0.0761559009552002,-0.17594701051712036,-0.12275093793869019,-0.2253820300102234,-0.16163218021392822,-0.24526512622833252,-0.19859099388122559,-0.25714728236198425,-0.05492711067199707,-0.18117159605026245,-0.0978345274925232,-0.22536614537239075,-0.13049572706222534,-0.24164357781410217,-0.16099917888641357,-0.2504871189594269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hello,0.0,0.0,-0.049391329288482666,-0.017676115036010742,-0.0767056941986084,-0.07512471079826355,-0.07652610540390015,-0.12084457278251648,-0.08256685733795166,-0.15520823001861572,-0.10290414094924927,-0.1523970067501068,-0.14106589555740356,-0.19551154971122742,-0.1729271411895752,-0.21397444605827332,-0.20242279767990112,-0.22856351733207703,-0.09380906820297241,-0.1694639027118683,-0.13933861255645752,-0.21325638890266418,-0.17633533477783203,-0.23431488871574402,-0.21178805828094482,-0.24936741590499878,-0.0780382752418518,-0.17812207341194153,-0.1255946159362793,-0.2254711091518402,-0.1628897786140442,-0.2449309229850769,-0.19914847612380981,-0.2579030692577362,-0.057109177112579346,-0.18150749802589417,-0.10390663146972656,-0.22450324892997742,-0.13638359308242798,-0.23990535736083984,-0.16727888584136963,-0.24948137998580933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hello,0.0,0.0,-0.05227702856063843,-0.019919276237487793,-0.08085489273071289,-0.08093449473381042,-0.08255791664123535,-0.1276269555091858,-0.08863955736160278,-0.16162538528442383,-0.10298418998718262,-0.15509983897209167,-0.1407575011253357,-0.1978224217891693,-0.17233383655548096,-0.2180044949054718,-0.2012786865234375,-0.2355254590511322,-0.09277141094207764,-0.17169591784477234,-0.13713151216506958,-0.21610555052757263,-0.17325371503829956,-0.23775655031204224,-0.20823252201080322,-0.2538948059082031,-0.07601141929626465,-0.17877385020256042,-0.12191975116729736,-0.2270098328590393,-0.15903151035308838,-0.247500479221344,-0.19533061981201172,-0.26195162534713745,-0.054750800132751465,-0.18002241849899292,-0.10000067949295044,-0.2226353883743286,-0.1316559910774231,-0.23881343007087708,-0.16151463985443115,-0.2503367066383362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hello,0.0,0.0,-0.05147898197174072,-0.01908242702484131,-0.08021789789199829,-0.07900211215019226,-0.07792705297470093,-0.12434542179107666,-0.07894313335418701,-0.15501579642295837,-0.1018936038017273,-0.15623050928115845,-0.14051735401153564,-0.19788628816604614,-0.1729094386100769,-0.21943938732147217,-0.20209741592407227,-0.2382921576499939,-0.09219539165496826,-0.17272219061851501,-0.13668876886367798,-0.2161732316017151,-0.17317557334899902,-0.23911064863204956,-0.2084234654903412,-0.2573084831237793,-0.07579398155212402,-0.1799631118774414,-0.12198150157928467,-0.2262338101863861,-0.15882325172424316,-0.24728959798812866,-0.19546210765838623,-0.26435112953186035,-0.054873883724212646,-0.1813107132911682,-0.1010599136352539,-0.2246985137462616,-0.13332068920135498,-0.24154460430145264,-0.16375547647476196,-0.2547071874141693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hello,0.0,0.0,-0.04770100116729736,-0.018575608730316162,-0.07848119735717773,-0.08227410912513733,-0.07875549793243408,-0.13219290971755981,-0.0804593563079834,-0.16540655493736267,-0.09882032871246338,-0.16562411189079285,-0.13797128200531006,-0.20650675892829895,-0.17289865016937256,-0.2301958203315735,-0.20241576433181763,-0.25004929304122925,-0.088448166847229,-0.18309929966926575,-0.13419806957244873,-0.22699791193008423,-0.17398041486740112,-0.25127917528152466,-0.21294575929641724,-0.27068716287612915,-0.072154700756073,-0.19040444493293762,-0.11852043867111206,-0.23523792624473572,-0.15719562768936157,-0.2570726275444031,-0.1964138150215149,-0.2771177291870117,-0.051868736743927,-0.18889105319976807,-0.09666073322296143,-0.23389291763305664,-0.13208788633346558,-0.25302278995513916,-0.16638469696044922,-0.26860418915748596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hello,0.0,0.0,-0.04651302099227905,-0.017225682735443115,-0.08743691444396973,-0.09444063901901245,-0.09594297409057617,-0.15107056498527527,-0.10348516702651978,-0.18532058596611023,-0.09902161359786987,-0.17516663670539856,-0.13810205459594727,-0.219174325466156,-0.17488104104995728,-0.24641895294189453,-0.20582926273345947,-0.26668138802051544,-0.08576023578643799,-0.19152283668518066,-0.13236647844314575,-0.2404443621635437,-0.17380791902542114,-0.267574742436409,-0.21580958366394043,-0.2874470353126526,-0.06791365146636963,-0.19738635420799255,-0.115833580493927,-0.2457900047302246,-0.15795356035232544,-0.2696000933647156,-0.20121347904205322,-0.28969810903072357,-0.04956716299057007,-0.19352906942367554,-0.10029327869415283,-0.2415376603603363,-0.13878268003463745,-0.26365095376968384,-0.1748233437538147,-0.28090083599090576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hello,0.0,0.0,-0.04819971323013306,-0.023897409439086914,-0.08699315786361694,-0.10440060496330261,-0.09565854072570801,-0.1622827649116516,-0.10380792617797852,-0.20100116729736328,-0.09522372484207153,-0.18196287751197815,-0.13556814193725586,-0.2304389476776123,-0.17253106832504272,-0.26018989086151123,-0.2047954797744751,-0.2830737382173538,-0.0828128457069397,-0.19696378707885742,-0.1297575831413269,-0.24760204553604126,-0.17061591148376465,-0.27812574803829193,-0.21255707740783691,-0.3014299124479294,-0.06620877981185913,-0.20247837901115417,-0.1135631799697876,-0.2526611089706421,-0.15486067533493042,-0.28023597598075867,-0.19829809665679932,-0.3034239560365677,-0.0485193133354187,-0.2003486454486847,-0.09745872020721436,-0.2492225468158722,-0.13354450464248657,-0.274044468998909,-0.1685907244682312,-0.2947959452867508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hello,0.0,0.0,-0.05360835790634155,-0.02974790334701538,-0.08859646320343018,-0.10948088765144348,-0.09874653816223145,-0.1667993664741516,-0.11015993356704712,-0.20879104733467102,-0.09757113456726074,-0.18401271104812622,-0.13974404335021973,-0.23832297325134277,-0.17617863416671753,-0.26877881586551666,-0.20872271060943604,-0.29246340692043304,-0.08439171314239502,-0.1993384063243866,-0.13152503967285156,-0.2541099190711975,-0.17363250255584717,-0.28556519746780396,-0.21506184339523315,-0.30868180096149445,-0.06639409065246582,-0.20389533042907715,-0.11376464366912842,-0.2597784996032715,-0.15612971782684326,-0.2891159802675247,-0.1977185606956482,-0.31189270317554474,-0.04564511775970459,-0.20096933841705322,-0.09183263778686523,-0.2535671293735504,-0.12767577171325684,-0.2786107361316681,-0.16158777475357056,-0.2969141751527786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hello,0.0,0.0,-0.06073164939880371,-0.03631114959716797,-0.09351670742034912,-0.11716729402542114,-0.10174840688705444,-0.17650896310806274,-0.11045622825622559,-0.22248050570487976,-0.10045897960662842,-0.1970078945159912,-0.1426149606704712,-0.2588813006877899,-0.17972242832183838,-0.29443587362766266,-0.21368521451950073,-0.32202184200286865,-0.08369123935699463,-0.21201694011688232,-0.13169199228286743,-0.2757338583469391,-0.17682379484176636,-0.3117907643318176,-0.2195580005645752,-0.33724454045295715,-0.061450064182281494,-0.21241256594657898,-0.10804033279418945,-0.28091415762901306,-0.152573823928833,-0.31575730443000793,-0.1934950351715088,-0.33928482234477997,-0.03599637746810913,-0.20293104648590088,-0.07489413022994995,-0.2637668699026108,-0.1119118332862854,-0.29294465482234955,-0.14687323570251465,-0.312272846698761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hello,0.0,0.0,-0.061448097229003906,-0.0402379035949707,-0.09568589925765991,-0.12605416774749756,-0.10506194829940796,-0.1877758502960205,-0.11413294076919556,-0.23597127199172974,-0.10237091779708862,-0.20606738328933716,-0.1476374864578247,-0.2686746418476105,-0.18372279405593872,-0.3015747666358948,-0.21726959943771362,-0.32767581939697266,-0.0844031572341919,-0.22120064496994019,-0.1353808045387268,-0.28594908118247986,-0.1780034303665161,-0.320167139172554,-0.21961718797683716,-0.3438377231359482,-0.061201274394989014,-0.22152966260910034,-0.11049872636795044,-0.2903488725423813,-0.1537414789199829,-0.32376138865947723,-0.19473129510879517,-0.3452703207731247,-0.035034120082855225,-0.2121608555316925,-0.07747459411621094,-0.2696261703968048,-0.11308306455612183,-0.2989945709705353,-0.14675861597061157,-0.31972943246364594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hello,0.0,0.0,-0.06825268268585205,-0.04990014433860779,-0.10013717412948608,-0.13479599356651306,-0.11003577709197998,-0.1953166127204895,-0.1197618842124939,-0.2444409430027008,-0.10485154390335083,-0.2100142240524292,-0.14902818202972412,-0.2747623324394226,-0.18614137172698975,-0.3084396421909332,-0.22079789638519287,-0.3342839330434799,-0.08719271421432495,-0.22494202852249146,-0.13860630989074707,-0.292290061712265,-0.18305045366287231,-0.3263576179742813,-0.22619199752807617,-0.3482613116502762,-0.06408226490020752,-0.22546270489692688,-0.11474186182022095,-0.296843945980072,-0.15914863348007202,-0.33081522583961487,-0.20050060749053955,-0.3513866066932678,-0.03725838661193848,-0.21689802408218384,-0.08064299821853638,-0.27780410647392273,-0.11699426174163818,-0.3079616278409958,-0.15081369876861572,-0.3281034976243973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hello,0.0,0.0,-0.06926107406616211,-0.04846951365470886,-0.10190790891647339,-0.13495564460754395,-0.10988408327102661,-0.19517657160758972,-0.11794281005859375,-0.24370741844177246,-0.1070396900177002,-0.21186932921409607,-0.15117287635803223,-0.2774403244256973,-0.18848973512649536,-0.31091946363449097,-0.2228245735168457,-0.3358842730522156,-0.08931171894073486,-0.22546741366386414,-0.14155054092407227,-0.29350095987319946,-0.18570798635482788,-0.32709069550037384,-0.2281738519668579,-0.34822817146778107,-0.06590425968170166,-0.2251470685005188,-0.11818540096282959,-0.2970432937145233,-0.16246795654296875,-0.330661416053772,-0.20403122901916504,-0.35123996436595917,-0.038846611976623535,-0.21569281816482544,-0.08202624320983887,-0.2777662128210068,-0.11803877353668213,-0.30868759751319885,-0.1522422432899475,-0.32947938144207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
